program_duration,difficulty_level,education,total_programs_enrolled,rating,is_pass
134,easy,HighSchoolDiploma,2,4,1
120,easy,HighSchoolDiploma,2,3,1
134,hard,HighSchoolDiploma,1,1,1
135,easy,Matriculation,2,4,0
135,easy,HighSchoolDiploma,4,4,1
131,hard,Masters,2,1,1
136,easy,HighSchoolDiploma,3,3,1
120,easy,Matriculation,2,2,0
120,easy,Matriculation,1,3,1
133,easy,Matriculation,4,1,1
131,intermediate,Matriculation,2,2,1
121,easy,Bachelors,4,4,0
120,easy,Matriculation,4,4,1
122,easy,Bachelors,5,2,1
134,easy,Bachelors,2,3,1
136,easy,HighSchoolDiploma,1,1,1
136,easy,HighSchoolDiploma,2,4,1
135,easy,HighSchoolDiploma,2,3,0
133,VeryHard,Matriculation,2,1,0
122,intermediate,HighSchoolDiploma,2,3,0
134,VeryHard,HighSchoolDiploma,3,2,1
135,intermediate,Matriculation,2,3,0
134,intermediate,Bachelors,3,1,1
134,hard,Matriculation,1,4,1
131,easy,Matriculation,4,1,1
131,intermediate,Matriculation,2,3,0
136,easy,Bachelors,2,5,1
130,easy,Matriculation,2,2,1
121,hard,Matriculation,4,1,0
134,intermediate,HighSchoolDiploma,4,5,1
121,intermediate,Matriculation,3,1,1
120,easy,Bachelors,2,2,1
120,easy,Matriculation,2,4,1
134,intermediate,Matriculation,4,1,0
136,hard,HighSchoolDiploma,2,3,1
122,intermediate,HighSchoolDiploma,2,2,0
135,easy,HighSchoolDiploma,4,2,1
120,easy,Matriculation,1,1,1
121,easy,HighSchoolDiploma,4,5,1
134,easy,Matriculation,2,1,1
120,easy,Bachelors,4,1,1
136,easy,Matriculation,2,5,1
131,intermediate,Matriculation,3,2,0
131,easy,Matriculation,2,1,0
135,hard,HighSchoolDiploma,2,5,1
122,easy,HighSchoolDiploma,2,2,0
134,easy,Matriculation,4,1,1
136,easy,Matriculation,6,4,1
136,easy,Matriculation,1,1,1
120,easy,HighSchoolDiploma,2,1,0
134,VeryHard,Masters,4,4,1
136,easy,Matriculation,2,3,1
133,easy,Matriculation,2,1,1
121,intermediate,HighSchoolDiploma,2,2,0
134,easy,Bachelors,2,1,1
122,easy,Bachelors,2,2,1
134,intermediate,Bachelors,2,1,0
134,VeryHard,HighSchoolDiploma,4,2,0
136,easy,HighSchoolDiploma,2,4,1
121,hard,Matriculation,2,1,0
120,easy,Matriculation,1,1,1
120,easy,Bachelors,3,3,1
135,easy,Matriculation,4,4,1
135,easy,HighSchoolDiploma,2,4,1
134,easy,HighSchoolDiploma,2,1,1
130,easy,HighSchoolDiploma,1,1,1
131,intermediate,Matriculation,4,2,0
133,easy,HighSchoolDiploma,3,1,0
122,easy,Matriculation,2,1,1
136,easy,Matriculation,1,1,0
117,easy,Bachelors,2,1,1
120,intermediate,HighSchoolDiploma,2,4,1
117,easy,HighSchoolDiploma,2,4,1
134,easy,HighSchoolDiploma,2,1,1
133,hard,HighSchoolDiploma,2,3,1
120,easy,Matriculation,1,1,1
130,easy,HighSchoolDiploma,1,1,1
130,easy,Matriculation,1,2,1
131,hard,HighSchoolDiploma,2,4,1
133,easy,Matriculation,2,1,0
135,hard,Bachelors,4,4,1
121,easy,Bachelors,7,5,1
117,intermediate,Matriculation,2,1,0
120,easy,Matriculation,1,1,1
120,easy,Bachelors,4,4,0
134,easy,Matriculation,3,1,1
121,hard,Bachelors,1,4,1
135,intermediate,Matriculation,2,4,1
120,intermediate,HighSchoolDiploma,4,1,0
130,easy,Matriculation,1,1,1
135,easy,HighSchoolDiploma,5,3,1
134,hard,HighSchoolDiploma,2,2,1
133,easy,Matriculation,2,1,0
122,easy,Bachelors,4,4,0
120,intermediate,HighSchoolDiploma,2,1,0
134,intermediate,Matriculation,2,1,0
121,easy,Matriculation,4,4,0
135,easy,HighSchoolDiploma,4,2,1
135,intermediate,Matriculation,2,3,1
134,intermediate,HighSchoolDiploma,4,1,1
135,easy,Matriculation,2,3,0
134,hard,Matriculation,1,2,1
120,intermediate,HighSchoolDiploma,2,1,0
117,intermediate,NoQualification,6,1,1
134,easy,Matriculation,2,4,1
130,easy,Matriculation,1,2,1
131,intermediate,HighSchoolDiploma,2,3,0
120,intermediate,Matriculation,3,5,0
133,easy,HighSchoolDiploma,2,1,0
134,intermediate,HighSchoolDiploma,2,4,1
120,easy,HighSchoolDiploma,2,1,1
136,intermediate,Matriculation,4,1,1
121,easy,Matriculation,2,4,0
122,intermediate,Matriculation,2,4,0
134,easy,Bachelors,4,3,1
121,easy,HighSchoolDiploma,2,5,1
136,easy,HighSchoolDiploma,4,3,1
121,intermediate,Matriculation,2,4,1
135,intermediate,Matriculation,2,5,1
121,intermediate,HighSchoolDiploma,2,4,1
136,easy,HighSchoolDiploma,4,4,1
136,intermediate,Matriculation,2,4,1
122,easy,HighSchoolDiploma,1,1,0
120,intermediate,Matriculation,7,1,1
117,intermediate,HighSchoolDiploma,2,1,1
120,easy,Bachelors,2,4,1
120,intermediate,HighSchoolDiploma,2,1,0
135,easy,Matriculation,2,4,0
122,intermediate,Matriculation,2,4,1
134,intermediate,Bachelors,2,1,1
122,easy,Bachelors,4,1,1
135,easy,HighSchoolDiploma,2,5,1
134,intermediate,Matriculation,2,3,0
122,easy,HighSchoolDiploma,2,3,1
120,easy,HighSchoolDiploma,2,4,1
122,easy,HighSchoolDiploma,3,1,0
134,intermediate,HighSchoolDiploma,2,1,0
136,intermediate,HighSchoolDiploma,4,5,1
130,easy,Matriculation,1,1,1
136,easy,Matriculation,1,1,1
135,easy,Matriculation,4,4,1
120,easy,HighSchoolDiploma,4,1,1
134,easy,Bachelors,4,3,1
134,easy,HighSchoolDiploma,2,1,1
130,easy,HighSchoolDiploma,1,1,0
121,easy,HighSchoolDiploma,2,5,1
136,easy,HighSchoolDiploma,4,5,1
131,intermediate,Bachelors,2,3,1
134,intermediate,HighSchoolDiploma,4,3,1
131,intermediate,HighSchoolDiploma,3,4,1
120,hard,Matriculation,2,4,1
136,easy,HighSchoolDiploma,3,1,1
130,easy,Matriculation,1,1,1
133,hard,HighSchoolDiploma,3,2,1
134,hard,Bachelors,2,4,1
136,hard,Matriculation,3,3,1
131,easy,Bachelors,2,3,1
134,easy,Matriculation,2,1,1
120,easy,Matriculation,2,4,1
134,easy,HighSchoolDiploma,2,3,1
134,hard,HighSchoolDiploma,5,1,0
122,easy,Bachelors,2,3,0
121,intermediate,Matriculation,2,2,1
134,hard,Bachelors,2,2,1
130,easy,HighSchoolDiploma,1,2,1
134,easy,HighSchoolDiploma,2,1,1
122,intermediate,Matriculation,2,3,1
122,easy,Bachelors,3,2,1
121,easy,Masters,2,4,1
122,easy,Matriculation,2,2,1
135,easy,Matriculation,3,3,1
122,easy,Matriculation,3,1,0
135,hard,Matriculation,2,4,1
120,easy,Masters,2,2,1
136,hard,Matriculation,2,4,0
133,easy,Matriculation,2,1,1
122,easy,Bachelors,3,1,1
122,intermediate,HighSchoolDiploma,1,1,1
136,easy,Matriculation,4,3,1
121,intermediate,Bachelors,2,4,1
117,easy,HighSchoolDiploma,4,2,1
136,hard,HighSchoolDiploma,2,4,1
121,hard,Bachelors,2,1,1
134,easy,Matriculation,2,3,1
136,intermediate,HighSchoolDiploma,2,2,1
134,intermediate,Matriculation,2,3,0
136,easy,HighSchoolDiploma,2,4,1
134,easy,Matriculation,2,1,0
134,easy,Matriculation,4,1,0
121,intermediate,Matriculation,2,3,1
134,easy,Matriculation,2,2,1
134,intermediate,Matriculation,2,3,0
133,VeryHard,Matriculation,2,1,0
121,intermediate,NoQualification,3,5,1
130,easy,HighSchoolDiploma,1,1,0
121,intermediate,HighSchoolDiploma,2,1,0
136,easy,HighSchoolDiploma,2,3,1
121,intermediate,Bachelors,4,4,1
135,intermediate,HighSchoolDiploma,2,4,1
120,intermediate,Bachelors,4,1,1
135,easy,HighSchoolDiploma,4,1,1
134,intermediate,HighSchoolDiploma,4,1,1
120,intermediate,HighSchoolDiploma,4,1,1
120,easy,Matriculation,4,4,1
134,intermediate,Matriculation,2,5,1
136,easy,Matriculation,5,3,1
120,hard,HighSchoolDiploma,2,2,0
134,intermediate,Matriculation,2,1,0
134,easy,Bachelors,2,1,1
135,intermediate,HighSchoolDiploma,4,1,0
135,intermediate,HighSchoolDiploma,2,5,1
120,easy,Bachelors,2,1,1
122,easy,Matriculation,2,3,0
117,intermediate,Bachelors,2,2,1
120,easy,HighSchoolDiploma,1,2,1
136,easy,Matriculation,1,2,1
135,hard,HighSchoolDiploma,2,3,0
134,easy,Matriculation,2,1,1
136,easy,Matriculation,5,4,1
134,intermediate,HighSchoolDiploma,2,4,1
136,easy,Matriculation,1,2,1
135,hard,HighSchoolDiploma,2,5,1
136,easy,Matriculation,1,1,1
120,easy,Matriculation,2,1,1
133,VeryHard,HighSchoolDiploma,2,1,0
134,intermediate,Matriculation,4,3,1
130,easy,Matriculation,1,2,1
136,hard,Matriculation,2,5,1
130,easy,Matriculation,1,1,1
122,easy,Bachelors,2,1,0
120,easy,HighSchoolDiploma,4,2,0
120,intermediate,Matriculation,2,4,0
134,easy,Matriculation,2,2,1
134,intermediate,Matriculation,2,4,1
136,easy,HighSchoolDiploma,2,1,1
131,easy,HighSchoolDiploma,2,2,1
120,hard,HighSchoolDiploma,2,4,1
135,hard,HighSchoolDiploma,2,5,1
122,intermediate,Bachelors,1,1,0
136,hard,HighSchoolDiploma,2,3,0
120,easy,Matriculation,2,3,1
120,intermediate,Bachelors,3,1,0
121,hard,HighSchoolDiploma,2,3,1
122,VeryHard,HighSchoolDiploma,2,1,0
136,easy,Matriculation,1,1,1
134,easy,Bachelors,4,3,1
135,easy,HighSchoolDiploma,2,2,1
134,easy,Matriculation,4,3,1
136,hard,Matriculation,1,2,1
134,easy,Matriculation,2,3,1
135,easy,Matriculation,2,3,1
133,easy,HighSchoolDiploma,2,1,0
117,easy,Matriculation,4,1,0
134,intermediate,Matriculation,2,1,1
134,easy,Bachelors,3,3,1
117,easy,Matriculation,4,1,0
122,intermediate,HighSchoolDiploma,2,2,0
121,intermediate,Matriculation,4,4,1
121,easy,HighSchoolDiploma,2,4,0
121,intermediate,HighSchoolDiploma,2,2,0
134,easy,Bachelors,1,4,1
121,VeryHard,HighSchoolDiploma,4,2,1
131,intermediate,HighSchoolDiploma,2,2,1
130,easy,Matriculation,1,3,1
136,intermediate,NoQualification,2,4,1
120,intermediate,Bachelors,2,1,1
136,easy,HighSchoolDiploma,1,2,1
131,hard,HighSchoolDiploma,4,1,1
120,easy,HighSchoolDiploma,2,4,1
134,easy,HighSchoolDiploma,7,2,1
121,easy,Matriculation,2,4,1
133,easy,HighSchoolDiploma,2,1,1
131,easy,HighSchoolDiploma,2,2,1
121,intermediate,Bachelors,4,2,1
133,hard,Bachelors,2,2,0
117,easy,Matriculation,2,1,1
134,easy,HighSchoolDiploma,4,2,0
122,easy,HighSchoolDiploma,4,2,1
133,hard,Matriculation,2,1,0
122,VeryHard,HighSchoolDiploma,4,4,0
121,hard,Matriculation,2,3,1
120,intermediate,Bachelors,8,1,1
135,hard,HighSchoolDiploma,2,3,0
134,hard,HighSchoolDiploma,3,2,1
131,hard,Bachelors,4,3,1
134,easy,HighSchoolDiploma,2,1,1
117,intermediate,HighSchoolDiploma,4,3,1
136,easy,HighSchoolDiploma,2,1,1
121,intermediate,Matriculation,2,3,1
136,easy,Matriculation,3,4,1
135,easy,HighSchoolDiploma,6,4,1
134,easy,Matriculation,3,4,1
120,easy,Matriculation,1,1,1
134,easy,Matriculation,2,1,1
122,easy,Bachelors,2,2,0
136,intermediate,HighSchoolDiploma,5,1,0
135,hard,HighSchoolDiploma,6,3,0
130,easy,Matriculation,1,1,0
120,easy,Matriculation,1,1,1
122,easy,Matriculation,1,2,0
121,intermediate,HighSchoolDiploma,2,2,1
136,hard,Matriculation,3,4,1
130,easy,Matriculation,1,2,1
120,easy,NoQualification,2,1,0
121,intermediate,Matriculation,7,4,0
133,hard,HighSchoolDiploma,2,2,0
136,easy,Matriculation,1,2,1
120,easy,Matriculation,1,1,1
131,easy,Matriculation,2,1,1
134,intermediate,HighSchoolDiploma,6,2,1
134,hard,Matriculation,2,5,1
130,easy,Bachelors,1,1,0
135,easy,HighSchoolDiploma,4,2,1
134,easy,Matriculation,4,2,1
134,easy,Matriculation,4,2,1
134,intermediate,HighSchoolDiploma,2,2,1
131,intermediate,HighSchoolDiploma,6,1,0
121,intermediate,Bachelors,2,2,1
120,hard,Bachelors,4,4,1
136,intermediate,Matriculation,2,5,1
135,intermediate,HighSchoolDiploma,2,1,1
120,easy,Matriculation,7,1,1
121,intermediate,HighSchoolDiploma,5,1,1
131,intermediate,Matriculation,2,3,1
122,easy,HighSchoolDiploma,2,3,1
134,easy,Matriculation,3,1,1
122,easy,HighSchoolDiploma,2,1,0
130,easy,Matriculation,1,1,1
117,easy,HighSchoolDiploma,2,1,1
134,easy,Matriculation,4,3,1
134,easy,Matriculation,4,2,0
136,easy,Bachelors,4,5,1
121,hard,HighSchoolDiploma,2,2,1
121,easy,Matriculation,2,2,1
131,VeryHard,HighSchoolDiploma,4,3,0
117,easy,Matriculation,2,2,0
135,intermediate,HighSchoolDiploma,5,3,0
134,intermediate,Bachelors,6,1,1
121,easy,HighSchoolDiploma,2,3,1
135,intermediate,HighSchoolDiploma,4,4,1
133,hard,Matriculation,4,1,0
135,easy,HighSchoolDiploma,2,2,1
120,easy,HighSchoolDiploma,1,1,1
117,easy,Bachelors,2,4,1
134,intermediate,Matriculation,4,1,0
121,easy,Matriculation,4,3,1
136,intermediate,HighSchoolDiploma,2,4,1
131,intermediate,HighSchoolDiploma,2,2,1
135,intermediate,Matriculation,4,5,1
135,intermediate,HighSchoolDiploma,2,2,0
136,easy,HighSchoolDiploma,2,5,1
136,easy,HighSchoolDiploma,4,5,1
135,intermediate,HighSchoolDiploma,2,3,1
136,easy,Matriculation,6,4,1
133,easy,Bachelors,2,1,1
135,intermediate,Matriculation,2,4,0
120,intermediate,HighSchoolDiploma,4,1,1
136,hard,HighSchoolDiploma,5,1,0
135,intermediate,HighSchoolDiploma,4,1,1
133,hard,HighSchoolDiploma,2,3,0
120,easy,HighSchoolDiploma,2,1,1
131,intermediate,HighSchoolDiploma,2,2,1
134,easy,Matriculation,2,2,1
136,hard,HighSchoolDiploma,4,4,0
134,intermediate,HighSchoolDiploma,2,2,1
121,hard,Bachelors,3,4,0
122,easy,HighSchoolDiploma,2,1,0
121,easy,HighSchoolDiploma,2,5,1
131,intermediate,Matriculation,4,1,1
134,intermediate,HighSchoolDiploma,2,1,1
121,hard,HighSchoolDiploma,6,1,1
120,easy,Matriculation,8,1,1
135,easy,Matriculation,2,3,0
136,easy,HighSchoolDiploma,3,4,1
135,easy,HighSchoolDiploma,4,4,1
134,easy,Matriculation,2,2,1
136,easy,Matriculation,4,1,0
136,easy,Matriculation,2,4,0
120,intermediate,Matriculation,2,1,0
122,easy,HighSchoolDiploma,3,4,1
122,intermediate,HighSchoolDiploma,4,1,0
121,easy,HighSchoolDiploma,2,2,1
117,easy,HighSchoolDiploma,2,1,0
117,easy,Matriculation,3,1,1
122,intermediate,Matriculation,2,1,0
130,easy,HighSchoolDiploma,1,1,0
120,easy,HighSchoolDiploma,2,1,1
122,easy,Bachelors,2,4,1
135,easy,HighSchoolDiploma,2,5,1
136,intermediate,Matriculation,2,5,1
122,intermediate,Matriculation,2,4,1
136,hard,HighSchoolDiploma,2,2,1
121,easy,HighSchoolDiploma,5,2,1
130,easy,Matriculation,1,1,1
121,easy,HighSchoolDiploma,4,2,0
122,intermediate,HighSchoolDiploma,3,2,1
122,intermediate,Bachelors,2,1,0
121,hard,HighSchoolDiploma,1,1,0
134,intermediate,Matriculation,6,1,0
134,intermediate,HighSchoolDiploma,7,4,0
122,intermediate,Bachelors,3,1,0
121,easy,Matriculation,6,5,0
130,easy,HighSchoolDiploma,1,1,1
117,intermediate,HighSchoolDiploma,2,1,0
134,easy,HighSchoolDiploma,2,1,1
120,easy,Bachelors,9,3,1
130,easy,HighSchoolDiploma,1,2,1
135,intermediate,Matriculation,2,4,0
121,intermediate,Matriculation,3,2,1
130,easy,Matriculation,1,2,0
120,intermediate,Matriculation,2,1,1
117,easy,Matriculation,2,1,1
120,easy,Bachelors,2,2,1
136,intermediate,HighSchoolDiploma,2,4,1
134,hard,HighSchoolDiploma,2,2,1
120,easy,Bachelors,2,5,1
133,easy,HighSchoolDiploma,2,1,0
134,intermediate,Matriculation,3,1,0
121,intermediate,HighSchoolDiploma,2,4,1
134,intermediate,HighSchoolDiploma,1,2,1
134,intermediate,HighSchoolDiploma,2,4,1
120,intermediate,HighSchoolDiploma,2,2,1
120,easy,Matriculation,2,3,0
120,intermediate,HighSchoolDiploma,2,3,1
133,easy,Matriculation,2,1,0
130,easy,Matriculation,1,1,1
136,easy,HighSchoolDiploma,2,3,0
117,easy,NoQualification,6,1,1
121,intermediate,Matriculation,4,5,1
136,easy,Matriculation,1,1,1
120,hard,Matriculation,4,4,1
120,easy,Bachelors,2,3,1
134,easy,Matriculation,2,1,1
130,easy,Matriculation,2,1,0
136,easy,HighSchoolDiploma,1,1,1
131,easy,Matriculation,4,1,1
131,hard,HighSchoolDiploma,4,1,0
136,easy,Matriculation,3,4,1
134,easy,HighSchoolDiploma,2,1,0
135,easy,Matriculation,4,4,1
120,hard,HighSchoolDiploma,4,4,0
134,intermediate,Bachelors,2,2,0
122,intermediate,Bachelors,3,1,0
122,intermediate,Matriculation,3,1,0
131,intermediate,Matriculation,2,1,0
136,easy,HighSchoolDiploma,2,3,1
121,easy,Matriculation,2,3,1
136,hard,HighSchoolDiploma,2,3,1
121,easy,HighSchoolDiploma,4,4,1
130,easy,Matriculation,2,2,1
134,VeryHard,HighSchoolDiploma,2,1,1
134,easy,HighSchoolDiploma,2,1,0
122,easy,Bachelors,2,2,1
130,easy,Matriculation,2,2,1
136,hard,Matriculation,5,2,0
136,easy,HighSchoolDiploma,4,4,0
136,easy,Matriculation,2,5,1
121,intermediate,HighSchoolDiploma,4,5,0
136,hard,Masters,3,4,1
134,intermediate,Bachelors,2,1,1
131,easy,HighSchoolDiploma,4,1,1
131,intermediate,Bachelors,2,2,1
135,easy,Matriculation,3,4,0
134,intermediate,Matriculation,2,2,1
134,intermediate,Bachelors,2,2,1
120,easy,HighSchoolDiploma,2,2,0
133,hard,Matriculation,2,2,0
135,intermediate,HighSchoolDiploma,2,2,0
120,hard,Matriculation,2,4,1
120,easy,HighSchoolDiploma,4,2,1
120,easy,HighSchoolDiploma,2,5,1
135,intermediate,HighSchoolDiploma,4,4,1
117,easy,HighSchoolDiploma,2,1,0
120,hard,Bachelors,2,5,1
120,easy,Matriculation,1,1,1
134,intermediate,HighSchoolDiploma,2,2,0
136,hard,HighSchoolDiploma,2,3,1
121,intermediate,Bachelors,4,1,0
133,easy,HighSchoolDiploma,2,1,0
120,intermediate,Bachelors,2,3,1
136,easy,Matriculation,2,4,1
117,intermediate,Bachelors,2,2,1
117,intermediate,Bachelors,2,1,1
134,hard,HighSchoolDiploma,2,4,1
117,intermediate,HighSchoolDiploma,4,2,1
121,easy,Bachelors,2,4,1
134,easy,Matriculation,4,4,1
120,easy,Matriculation,2,4,1
121,easy,Bachelors,4,4,1
122,easy,HighSchoolDiploma,4,1,0
120,easy,HighSchoolDiploma,1,1,1
131,easy,Matriculation,2,1,1
136,hard,Bachelors,2,5,1
122,easy,Bachelors,2,3,1
120,intermediate,Matriculation,2,1,0
122,intermediate,HighSchoolDiploma,2,2,1
134,easy,Bachelors,4,3,1
133,easy,HighSchoolDiploma,2,1,1
136,easy,Matriculation,1,1,1
135,hard,HighSchoolDiploma,2,4,0
136,easy,Matriculation,3,2,1
122,intermediate,Bachelors,1,1,1
135,intermediate,HighSchoolDiploma,2,3,1
122,easy,Matriculation,5,2,1
134,hard,Bachelors,2,2,1
120,easy,Matriculation,3,2,1
120,easy,Bachelors,2,1,1
120,easy,Bachelors,3,3,1
117,easy,Matriculation,2,1,1
133,hard,Bachelors,2,3,1
134,intermediate,Matriculation,2,1,1
122,intermediate,HighSchoolDiploma,8,1,0
122,easy,Bachelors,2,2,1
131,hard,Bachelors,2,4,1
136,intermediate,Matriculation,2,3,1
134,easy,Bachelors,4,1,1
122,easy,HighSchoolDiploma,2,1,1
131,intermediate,HighSchoolDiploma,5,2,1
134,easy,Matriculation,2,1,1
133,easy,Matriculation,2,1,1
120,intermediate,Matriculation,2,3,1
134,easy,HighSchoolDiploma,2,1,0
134,easy,HighSchoolDiploma,1,1,0
134,intermediate,Matriculation,2,1,1
135,hard,Bachelors,2,4,1
130,easy,HighSchoolDiploma,1,1,1
121,intermediate,HighSchoolDiploma,2,4,1
131,hard,Bachelors,2,2,0
136,easy,HighSchoolDiploma,1,3,1
134,intermediate,HighSchoolDiploma,2,1,1
135,easy,Bachelors,2,1,0
136,easy,HighSchoolDiploma,1,2,1
134,easy,HighSchoolDiploma,4,1,1
120,hard,HighSchoolDiploma,2,5,1
130,easy,Matriculation,1,2,1
135,easy,HighSchoolDiploma,4,2,1
135,easy,Matriculation,2,4,1
131,easy,Matriculation,3,1,0
134,intermediate,HighSchoolDiploma,4,4,1
131,hard,Matriculation,2,3,1
120,easy,HighSchoolDiploma,2,4,1
135,easy,HighSchoolDiploma,3,3,1
120,easy,Bachelors,1,1,1
136,hard,Bachelors,2,5,1
120,easy,HighSchoolDiploma,2,1,1
134,easy,Matriculation,2,4,1
133,hard,HighSchoolDiploma,3,2,1
131,hard,HighSchoolDiploma,2,4,0
122,easy,HighSchoolDiploma,2,1,1
134,easy,HighSchoolDiploma,2,3,1
122,easy,HighSchoolDiploma,2,2,1
133,hard,Bachelors,2,2,1
121,hard,HighSchoolDiploma,3,5,1
122,easy,Bachelors,2,2,1
134,easy,HighSchoolDiploma,2,3,0
135,easy,Bachelors,3,5,1
135,intermediate,HighSchoolDiploma,4,2,1
135,hard,HighSchoolDiploma,2,3,1
134,easy,HighSchoolDiploma,2,2,1
121,hard,Matriculation,2,4,1
133,hard,Matriculation,2,1,0
133,easy,HighSchoolDiploma,2,2,1
136,intermediate,Bachelors,3,4,1
134,intermediate,HighSchoolDiploma,4,2,1
121,intermediate,Matriculation,2,2,0
130,easy,Matriculation,1,1,1
134,easy,Matriculation,4,1,1
131,easy,Matriculation,2,1,1
134,intermediate,HighSchoolDiploma,2,3,1
133,hard,Bachelors,3,3,1
121,hard,Matriculation,3,3,0
117,intermediate,Matriculation,2,2,1
130,easy,Matriculation,4,1,1
122,VeryHard,HighSchoolDiploma,3,1,1
134,easy,Matriculation,1,2,1
134,intermediate,Bachelors,6,1,0
121,easy,Matriculation,3,4,1
120,intermediate,HighSchoolDiploma,2,1,0
122,easy,Masters,1,3,1
122,intermediate,HighSchoolDiploma,4,4,1
121,easy,Matriculation,4,1,0
120,easy,HighSchoolDiploma,4,2,0
121,VeryHard,HighSchoolDiploma,2,2,0
136,easy,Matriculation,4,2,1
136,hard,Matriculation,2,3,0
130,easy,HighSchoolDiploma,1,2,0
133,hard,HighSchoolDiploma,2,2,1
133,easy,HighSchoolDiploma,2,1,0
136,easy,Matriculation,1,2,1
122,VeryHard,Matriculation,4,4,1
136,intermediate,HighSchoolDiploma,2,1,1
131,easy,HighSchoolDiploma,2,2,0
134,easy,Matriculation,2,1,1
130,easy,Matriculation,1,1,1
121,hard,NoQualification,4,5,1
117,easy,Matriculation,2,2,1
135,easy,HighSchoolDiploma,2,5,1
134,intermediate,Matriculation,2,1,0
133,VeryHard,Matriculation,4,2,0
134,easy,Bachelors,2,1,0
131,easy,Matriculation,2,2,1
120,hard,HighSchoolDiploma,3,3,0
130,easy,Matriculation,1,2,1
121,easy,Matriculation,2,4,1
122,easy,Bachelors,2,3,0
136,easy,HighSchoolDiploma,1,1,1
134,intermediate,HighSchoolDiploma,3,2,1
122,easy,Matriculation,2,2,0
117,intermediate,HighSchoolDiploma,2,1,1
136,intermediate,HighSchoolDiploma,3,5,1
122,easy,HighSchoolDiploma,3,2,1
133,hard,Bachelors,3,1,1
121,easy,Matriculation,2,4,1
134,easy,HighSchoolDiploma,4,2,1
134,intermediate,Bachelors,2,2,1
135,intermediate,Matriculation,2,5,0
121,easy,HighSchoolDiploma,4,4,1
131,easy,Bachelors,4,3,1
134,easy,HighSchoolDiploma,4,3,0
120,easy,HighSchoolDiploma,4,2,1
134,easy,Matriculation,6,3,1
131,intermediate,HighSchoolDiploma,2,1,0
133,hard,Matriculation,3,1,1
120,intermediate,HighSchoolDiploma,2,1,1
136,hard,HighSchoolDiploma,2,4,0
134,easy,Matriculation,2,1,0
120,easy,Matriculation,2,2,1
121,hard,Matriculation,6,2,0
117,easy,Matriculation,4,1,1
130,easy,Matriculation,1,2,1
134,intermediate,Matriculation,3,1,1
134,easy,Masters,6,1,1
131,easy,Bachelors,2,3,1
134,intermediate,HighSchoolDiploma,2,1,0
131,easy,HighSchoolDiploma,6,1,0
133,easy,Matriculation,2,2,1
120,easy,HighSchoolDiploma,2,3,1
136,hard,Masters,2,2,1
134,hard,HighSchoolDiploma,2,2,0
135,easy,Matriculation,4,4,0
133,VeryHard,Masters,5,2,1
134,hard,HighSchoolDiploma,5,2,1
133,easy,HighSchoolDiploma,2,2,1
131,easy,HighSchoolDiploma,3,1,1
134,easy,Bachelors,2,2,1
130,easy,Matriculation,3,1,0
136,easy,HighSchoolDiploma,1,2,0
120,easy,HighSchoolDiploma,2,5,1
121,hard,HighSchoolDiploma,4,3,0
122,easy,Matriculation,2,4,1
122,intermediate,Bachelors,3,1,0
121,intermediate,Matriculation,2,2,0
122,easy,HighSchoolDiploma,2,3,1
136,hard,Bachelors,3,5,1
135,easy,HighSchoolDiploma,4,4,1
121,easy,HighSchoolDiploma,2,2,1
117,easy,Matriculation,2,1,0
130,easy,Matriculation,1,1,1
136,easy,HighSchoolDiploma,4,3,1
131,intermediate,HighSchoolDiploma,4,2,1
134,hard,Bachelors,2,5,1
117,easy,HighSchoolDiploma,2,1,1
136,easy,Matriculation,1,1,1
121,easy,HighSchoolDiploma,5,3,1
136,intermediate,HighSchoolDiploma,1,1,1
135,intermediate,Matriculation,2,3,0
133,hard,HighSchoolDiploma,4,1,1
134,easy,HighSchoolDiploma,2,1,0
121,intermediate,Matriculation,7,1,0
136,easy,Matriculation,2,4,0
122,easy,Matriculation,2,4,0
122,easy,HighSchoolDiploma,1,3,1
134,easy,HighSchoolDiploma,2,1,1
117,easy,Matriculation,2,1,1
135,hard,HighSchoolDiploma,3,4,1
120,intermediate,HighSchoolDiploma,2,2,1
134,intermediate,Matriculation,2,2,0
135,hard,HighSchoolDiploma,2,3,0
136,intermediate,HighSchoolDiploma,2,3,1
136,hard,Bachelors,1,3,1
134,hard,HighSchoolDiploma,4,2,1
120,intermediate,Matriculation,2,1,1
122,easy,HighSchoolDiploma,2,3,1
120,intermediate,Matriculation,4,1,1
131,easy,HighSchoolDiploma,2,3,1
134,intermediate,Bachelors,1,2,1
134,easy,HighSchoolDiploma,4,2,0
120,intermediate,HighSchoolDiploma,4,2,0
134,easy,HighSchoolDiploma,2,1,0
136,easy,HighSchoolDiploma,2,4,1
136,easy,HighSchoolDiploma,2,4,0
122,easy,HighSchoolDiploma,2,2,0
131,intermediate,Matriculation,2,5,0
121,hard,Matriculation,2,2,0
135,intermediate,Matriculation,8,3,0
133,VeryHard,HighSchoolDiploma,2,1,0
134,easy,HighSchoolDiploma,2,4,0
135,easy,Matriculation,4,3,0
136,intermediate,HighSchoolDiploma,2,2,0
117,easy,HighSchoolDiploma,2,1,1
133,hard,Matriculation,2,1,0
120,easy,Matriculation,1,1,1
117,easy,HighSchoolDiploma,2,2,1
134,easy,Matriculation,2,1,1
134,intermediate,Matriculation,2,3,1
134,intermediate,Matriculation,2,1,0
